job_id	company_id	job_title_short	job_title	job_location	job_via	job_schedule_type	job_work_from_home	search_location	job_posted_date	job_no_degree_mention	job_health_insurance	job_country	salary_rate	salary_year_avg	salary_hour_avg
17	17	Data Analyst	Data Analyst (Business)	Oakland, CA	via LinkedIn	Full-time	0	California, United States	2023-04-07 00:00:00	0	1	United States	year	135000	
18	18	Data Analyst	Data Analyst II (Healthcare Analytics)	Palos Verdes Estates, CA	via My ArkLaMiss Jobs	Full-time	0	California, United States	2023-02-28 00:00:00	0	1	United States	year	72250	
19	19	Data Analyst	Data Analyst Intern	"  Los Angeles, CA   "	via Indeed	Internship	0	California, United States	2023-04-23 00:00:00	0	1	United States	hour		17
20	20	Data Analyst	Data Analyst, Marketing	" Anywhere "	via ZipRecruiter	Contractor and Temp work	1	California, United States	2023-09-27 00:00:00	0	0	United States	hour		38.94999694824219
21	21	Data Engineer	Data Analytics Engineer (Transportation, Logistics and Fulfillment)	"  Sunnyvale, CA   "	via LinkedIn	Full-time	0	California, United States	2023-12-13 00:00:00	0	0	United States	year	146500	
22	22	Data Engineer	Data Engineer	"  New York, NY   "	via LinkedIn	Full-time	0	California, United States	2023-05-13 00:00:00	0	1	United States	year	120000	
23	23	Data Engineer	Data Engineer	"  Tysons, VA   "	via Snagajob	Full-time and Part-time	0	California, United States	2023-11-01 00:00:00	0	0	United States	hour		61.159996032714844
24	24	Data Engineer	Data Engineer	"  Chicago, IL   "	via LinkedIn	Full-time	0	California, United States	2023-10-31 00:00:00	1	0	United States	year	140000	
25	25	Data Engineer	Data Engineer	"  Laurel, MD   "	via Snagajob	Full-time	0	California, United States	2023-08-11 00:00:00	0	1	United States	hour		56.7400016784668
26	26	Data Engineer	Data Engineer	Cincinnati, OH	via ZipRecruiter	Contractor	0	California, United States	2023-02-24 00:00:00	0	0	United States	hour		83
27	27	Data Engineer	Data Engineer	"  Tampa, FL   "	via Dice	Full-time	0	California, United States	2023-06-16 00:00:00	0	1	United States	year	105000	
28	28	Data Engineer	Data Engineer	"  Lake Forest, CA   "	via Indeed	Full-time	0	California, United States	2023-05-26 00:00:00	0	1	United States	year	140000	
29	29	Data Engineer	Data Engineer	Malvern, PA	via Dice	Full-time	0	California, United States	2023-01-10 00:00:00	1	0	United States	year	70000	
30	30	Data Engineer	Data Engineer	Anywhere	via ZipRecruiter	Contractor	1	California, United States	2023-02-24 00:00:00	0	0	United States	hour		70
31	31	Data Engineer	Data Engineer	"  Woburn, MA   "	via Indeed	Full-time	0	California, United States	2023-05-28 00:00:00	0	1	United States	hour		52.880001068115234
32	32	Data Engineer	Data Engineer	South San Francisco, CA	via Indeed	Full-time	0	California, United States	2023-02-16 00:00:00	1	0	United States	year	124538.171875	
33	33	Data Engineer	Data Engineer	" Anywhere "	via LinkedIn	Full-time	1	California, United States	2023-09-30 00:00:00	0	0	United States	year	125000	
34	34	Data Engineer	Data Engineer (Hybrid)	"  San Antonio, TX   "	via Dice	Full-time	0	California, United States	2023-11-18 00:00:00	0	0	United States	year	110000	
35	35	Data Engineer	Data Engineer (JO-01)	"  St Paul, MN   "	via WREG Jobs	Full-time	0	California, United States	2023-05-15 00:00:00	1	0	United States	year	115000	
36	35	Data Engineer	Data Engineer (JO-99)	"  New Ulm, MN   "	via My Stateline Jobs	Full-time	0	California, United States	2023-06-09 00:00:00	0	0	United States	year	89000	
37	37	Data Engineer	Data Engineer (Secret clearance) (Hybrid)	Washington, DC	via Ladders	Full-time	0	California, United States	2023-01-18 00:00:00	1	0	United States	year	125000	
38	38	Data Engineer	Data Engineer (TS/SCI)	Reston, VA	via Ai-Jobs.net	Full-time	0	California, United States	2023-03-18 00:00:00	0	0	United States	year	147500	
39	9	Data Engineer	Data Engineer - AWS, PostgreSQL	" Anywhere "	via Upwork	Contractor and Temp work	1	California, United States	2023-12-30 00:00:00	1	0	United States	hour		35
40	9	Data Engineer	Data Engineer - Contract to Hire	" Anywhere "	via Upwork	Contractor and Temp work	1	California, United States	2023-09-27 00:00:00	0	0	United States	hour		12.5
41	41	Data Engineer	Data Engineer - Master Data Management Specialist	Houston, TX	via ZipRecruiter	Contractor	0	California, United States	2023-03-10 00:00:00	0	0	United States	hour		80
42	14	Data Engineer	Data Engineer I (Ab Initio)	"  Hartford, CT   "	via ComputerJobs.com	Full-time	0	California, United States	2023-08-16 00:00:00	0	1	United States	year	136000	
43	43	Data Engineer	Data Engineer II	San Francisco, CA	via Ai-Jobs.net	Full-time	0	California, United States	2023-03-28 00:00:00	0	1	United States	year	144000	
44	44	Data Engineer	Data Engineer II	Las Vegas, NV	via LinkedIn	Full-time	0	California, United States	2023-02-16 00:00:00	0	0	United States	year	97500	
45	45	Data Engineer	Data Engineer III (Hybrid/Remote) - Full-time / Part-time	"  Las Vegas, NV   "	via Snagajob	Full-time	0	California, United States	2023-08-28 00:00:00	0	1	United States	hour		30.104999542236328
46	46	Data Engineer	Data Engineer IT	"  Long Island City, NY   "	via Indeed	Full-time	0	California, United States	2023-06-08 00:00:00	0	1	United States	year	114500	
47	47	Data Engineer	Data Engineer, Performance Management	"  Chicago, IL   "	via Snagajob	Full-time	0	California, United States	2023-08-25 00:00:00	0	0	United States	hour		50.66999816894531
48	21	Data Engineer	Data Engineer, Product Analytics	"  Menlo Park, CA   "	via LinkedIn	Full-time	0	California, United States	2023-08-27 00:00:00	0	0	United States	year	137500	
49	49	Data Engineer	Data Engineering Manager (Sports Data Platform)	"  Haverhill, MA   "	via Snagajob	Full-time	0	California, United States	2023-11-12 00:00:00	1	1	United States	hour		56.47500228881836
50	50	Data Scientist	Data Science Manager, Product	Fremont, CA	via WGNO Jobs	Full-time	0	California, United States	2023-03-27 00:00:00	0	1	United States	year	200000	
51	51	Data Scientist	Data Scientist	"  Sunnyvale, CA   "	via LifeworQ	Full-time	0	California, United States	2023-12-14 00:00:00	0	1	United States	year	202093	
52	28	Data Scientist	Data Scientist	" Anywhere "	via Indeed	Full-time	1	California, United States	2023-04-26 00:00:00	0	1	United States	year	170000	
53	53	Data Scientist	Data Scientist	" Anywhere "	via Indeed	Full-time	1	California, United States	2023-09-29 00:00:00	0	1	United States	year	150000	
54	54	Data Scientist	Data Scientist	"  Mountain View, CA   "	via ZipRecruiter	Full-time	0	California, United States	2023-11-03 00:00:00	0	0	United States	year	105000	
55	55	Data Scientist	Data Scientist - Now Hiring	"  Cupertino, CA   "	via Snagajob	Full-time and Part-time	0	California, United States	2023-12-21 00:00:00	0	1	United States	hour		78.54499816894531
56	56	Data Scientist	Data Scientist - Tiktok Ads, Ads Measurement	"  Mountain View, CA   "	via LinkedIn	Full-time	0	California, United States	2023-12-30 00:00:00	0	1	United States	year	224500	
57	57	Data Scientist	Data Scientist -Applied Math, Computer Science, Information...	Livermore, CA	via Adzuna	Part-time	0	California, United States	2023-02-14 00:00:00	0	0	United States	year	173500	
58	58	Data Scientist	Data Scientist, Marketing & Sales	Anywhere	via Indeed	Full-time	1	California, United States	2023-03-22 00:00:00	0	1	United States	year	157500	
59	59	Data Analyst	Data and Reporting Analyst	"  Los Angeles, CA   "	via Indeed	Full-time	0	California, United States	2023-06-03 00:00:00	1	1	United States	year	51000	
60	60	Data Engineer	ETL Cloud Data Engineer	"  Seattle, WA   "	via ZipRecruiter	Full-time	0	California, United States	2023-07-27 00:00:00	0	1	United States	hour		55
61	61	Data Analyst	Engineering Specialist - Overhead Persistent Infrared Data Analyst	"  El Segundo, CA   "	via Snagajob	Full-time	0	California, United States	2023-08-08 00:00:00	0	1	United States	hour		24.334999084472656
62	62	Data Analyst	Expert Operations Data Analyst	"  Santa Cruz, CA   "	via Ladders	Full-time	0	California, United States	2023-08-29 00:00:00	0	0	United States	year	150000	
63	63	Data Engineer	IS Data Engineer - Now Hiring	" Anywhere "	via Snagajob	Full-time	1	California, United States	2023-08-15 00:00:00	1	1	United States	hour		55.06500244140625
64	64	Data Engineer	Junior Data Scientist Engineer	" Anywhere "	via ZipRecruiter	Full-time	1	California, United States	2023-08-03 00:00:00	0	1	United States	year	75000	
65	65	Data Engineer	Lead Data Engineer		via LinkedIn	Full-time	0	California, United States	2023-11-27 00:00:00	1	0	United States	year	212500	
66	66	Data Engineer	Lead Data Engineer - Full-time / Part-time	"  Worcester, MA   "	via Snagajob	Full-time and Part-time	0	California, United States	2023-10-09 00:00:00	0	1	United States	hour		49.084999084472656
67	67	Data Scientist	Marketing Data Scientist	" Anywhere "	via ZipRecruiter	Full-time	1	California, United States	2023-07-11 00:00:00	0	0	United States	year	161044	
68	68	Data Scientist	National Security Data Scientist/Statistical Research Programmer	"  Santa Monica, CA   "	via Snagajob	Full-time	0	California, United States	2023-08-04 00:00:00	0	1	United States	hour		43.97999954223633
69	69	Business Analyst	PTE Field Engineer - Entry Level	"  Boise, ID   "	via ZipRecruiter	Full-time	0	California, United States	2023-11-13 00:00:00	0	1	United States	hour		30
70	35	Data Engineer	Power BI Data Engineer (Hybrid - Boca Raton or Tampa, FL)	"  United States   "	via LinkedIn	Full-time	0	California, United States	2023-05-11 00:00:00	0	0	United States	year	120000	
71	71	Data Engineer	Principal Data Engineer	"  Chicago, IL   "	via Ladders	Full-time	0	California, United States	2023-09-29 00:00:00	0	1	United States	year	125000	
72	72	Data Engineer	Principal Data Engineer, AWS Cloud - Full-time / Part-time	"  Austin, TX   "	via Snagajob	Full-time and Part-time	0	California, United States	2023-09-30 00:00:00	0	0	United States	hour		67.37999725341797
73	73	Data Scientist	Principal Researcher – Data Scientist	Mountain View, CA	via Indeed	Contractor	0	California, United States	2023-01-20 00:00:00	0	0	United States	hour		52.404998779296875
74	74	Senior Data Engineer	Senior Azure Data Engineer(Synapse/T-SQL/Azure/ETL)	" Anywhere "	via LinkedIn	Contractor	1	California, United States	2023-10-04 00:00:00	1	0	United States	hour		85
75	75	Senior Data Analyst	Senior Data Analyst	"  Marina Del Rey, CA   "	via Ladders	Full-time	0	California, United States	2023-05-27 00:00:00	0	1	United States	year	125000	
76	27	Senior Data Engineer	Senior Data Engineer	"  Los Angeles, CA   "	via LinkedIn	Full-time	0	California, United States	2023-11-25 00:00:00	0	0	United States	year	195000	
77	77	Senior Data Engineer	Senior Data Engineer	Boston, MA	via Adzuna	Full-time	0	California, United States	2023-02-14 00:00:00	0	1	United States	year	114550	
78	78	Senior Data Engineer	Senior Data Engineer	"  Seattle, WA   "	via LinkedIn	Full-time	0	California, United States	2023-04-27 00:00:00	0	1	United States	hour		122.5
79	79	Senior Data Engineer	Senior Data Engineer	"  New York, NY   "	via LinkedIn	Full-time	0	California, United States	2023-09-29 00:00:00	0	1	United States	year	180000	
80	80	Senior Data Engineer	Senior Data Engineer (Remote/WFH)	Detroit, MI	via Ladders	Full-time	0	California, United States	2023-03-21 00:00:00	1	0	United States	year	90000	
81	81	Senior Data Engineer	Senior Data Engineer - Remote Opportunity	"  Carson City, NV   "	via Carson City, NV - Geebo	Full-time	0	California, United States	2023-09-19 00:00:00	1	0	United States	hour		24
82	82	Senior Data Engineer	Senior Data Engineer- Remote	Buffalo, NY	via Central Illinois Proud Jobs	Full-time	0	California, United States	2023-02-20 00:00:00	0	1	United States	year	107850	
83	83	Senior Data Scientist	Senior Data Science Manager	"  San Francisco, CA   "	via LinkedIn	Full-time	0	California, United States	2023-06-13 00:00:00	0	0	United States	year	315000	
84	84	Senior Data Scientist	Senior Data Scientist	Lemon Grove, CA	via ZipRecruiter	Full-time	0	California, United States	2023-01-31 00:00:00	0	1	United States	year	116700	
85	56	Senior Data Scientist	Senior Data Scientist, Marketing Analytics	"  Los Angeles, CA   "	via LinkedIn	Full-time	0	California, United States	2023-12-27 00:00:00	0	1	United States	year	172118.5	
86	86	Software Engineer	Senior Data and Software Engineer	"  San Jose, CA   "	via LinkedIn	Full-time	0	California, United States	2023-11-28 00:00:00	0	1	United States	year	152500	
87	87	Senior Data Scientist	Senior Director, Data Science (R-14726)	" Anywhere "	via Indeed	Full-time	1	California, United States	2023-07-14 00:00:00	0	1	United States	year	203000	
88	88	Senior Data Engineer	Senior- Big Data Software Engineer	" Anywhere "	via ZipRecruiter	Full-time	1	California, United States	2023-10-17 00:00:00	0	1	United States	year	184000	
89	89	Data Engineer	Sr Data Engineer	" Anywhere "	via LinkedIn	Full-time	1	California, United States	2023-05-10 00:00:00	1	0	United States	year	147500	
90	90	Data Engineer	Sr. Data Engineer	"  Pittsburgh, PA   "	via Indeed	Full-time	0	California, United States	2023-09-21 00:00:00	0	1	United States	year	150000	
91	91	Data Engineer	Sr. Data Engineer - Now Hiring	"  Pittsburgh, PA   "	via Snagajob	Full-time	0	California, United States	2023-09-03 00:00:00	0	1	United States	hour		38.21500015258789
92	92	Data Engineer	Staff Data Engineer	" Anywhere "	via LinkedIn	Full-time	1	California, United States	2023-10-06 00:00:00	0	1	United States	year	140000	
93	93	Data Scientist	Staff Data Scientist, New Initiatives - Remote	"  San Diego, CA   "	via JobServe	Full-time	0	California, United States	2023-06-26 00:00:00	0	0	United States	year	206500	
94	94	Data Analyst	Data Analyst	"  Cambodia   "	via Ai-Jobs.net	Full-time	0	Cambodia	2023-12-11 00:00:00	0	0	Cambodia	year	89204	
95	95	Data Scientist	Data Scientist II - Machine Learning	Toronto, ON, Canada	via Ai-Jobs.net	Full-time	0	Canada	2023-04-08 00:00:00	0	0	Canada	year	157500	
96	96	Data Analyst	InformationTechnology - Database Analyst 3	"  Canada   "	via HireTalent - Talentify	Full-time	0	Canada	2023-06-02 00:00:00	0	0	Canada	hour		64
97	97	Senior Data Engineer	Senior Data Engineer	"  Toronto, ON, Canada   "	via LinkedIn	Full-time	0	Canada	2023-07-21 00:00:00	0	0	Canada	year	125000	
98	98	Data Analyst	Data Analyst	"  Bogotá, Bogota, Colombia   "	via Ai-Jobs.net	Full-time	0	Colombia	2023-10-03 00:00:00	0	0	Colombia	year	90000	
99	99	Data Analyst	Data Analyst	Bogotá, Bogota, Colombia	via Ai-Jobs.net	Full-time	0	Colombia	2023-04-04 00:00:00	1	0	Colombia	year	111175	
100	100	Data Analyst	Data Analyst for a forthcoming opportunity in DRC	"  Kinshasa, Democratic Republic of the Congo   "	via Ai-Jobs.net	Full-time	0	Congo, Democratic Republic of the	2023-07-04 00:00:00	0	0	Congo, Democratic Republic of the	year	111175	
101	101	Data Analyst	Operations and Data Analyst	Limassol, Cyprus	via Ai-Jobs.net	Full-time	0	Cyprus	2023-02-09 00:00:00	0	0	Cyprus	year	51014	
102	102	Data Analyst	Sport data operator	Tallinn, Estonia	via Ai-Jobs.net	Full-time	0	Estonia	2023-03-14 00:00:00	0	0	Estonia	year	56700	
103	8	Data Scientist	(Intern) Enterprise Analytics Office Data Science Internship	"  Athens, GA   "	via JobServe	Full-time and Internship	0	Florida, United States	2023-10-14 00:00:00	0	0	United States	hour		28
104	104	Data Engineer	2024 Summer Internship: Data Engineer Job - Now Hiring	"  Denton, TX   "	via Snagajob	Full-time, Part-time, and Internship	0	Florida, United States	2023-11-13 00:00:00	0	1	United States	hour		57.060001373291016
105	105	Data Scientist	Associate Data Scientist - Online Business Analytics (Remote)	Atlanta, GA	via Texomas Jobs	Full-time	0	Florida, United States	2023-04-03 00:00:00	0	0	United States	year	115000	
106	106	Data Scientist	Atmospheric Data Scientist - Now Hiring	"  Durham, NC   "	via Snagajob	Full-time	0	Florida, United States	2023-09-04 00:00:00	0	0	United States	hour		43.52000045776367
107	107	Data Analyst	Business Data Analyst	"  Boca Raton, FL   "	via Indeed	Full-time	0	Florida, United States	2023-12-02 00:00:00	1	1	United States	year	63500	
108	108	Data Analyst	DATA ANALYST - THE TEACHING HEALTH CENTER (CUTLER BAY)	"  Miami, FL   "	via KSNT Jobs	Full-time	0	Florida, United States	2023-07-15 00:00:00	0	0	United States	hour		17.25
109	109	Data Analyst	Data Analyst - Employee Listening (I/O psychology) - Now Hiring	"  Tampa, FL   "	via Snagajob	Full-time	0	Florida, United States	2023-11-19 00:00:00	0	1	United States	hour		18.795000076293945
110	110	Data Analyst	Data Analyst - Now Hiring	"  Sumterville, FL   "	via Snagajob	Full-time and Part-time	0	Florida, United States	2023-11-19 00:00:00	0	0	United States	hour		19.579999923706055
111	111	Data Analyst	Data Analyst II - Herbert Wertheim College of Medicine	Miami, FL	via Jobs Market	Full-time	0	Florida, United States	2023-01-28 00:00:00	0	0	United States	year	55000	
112	20	Data Engineer	Data Engineer	" Anywhere "	via LinkedIn	Contractor	1	Florida, United States	2023-05-06 00:00:00	0	0	United States	hour		67.5
113	113	Data Engineer	Data Engineer	"  Reston, VA   "	via Snagajob	Full-time and Part-time	0	Florida, United States	2023-10-27 00:00:00	0	0	United States	hour		61.159996032714844
114	28	Data Engineer	Data Engineer	Anywhere	via LinkedIn	Full-time	1	Florida, United States	2023-03-15 00:00:00	1	0	United States	year	92500	
115	115	Data Engineer	Data Engineer	United States	via LinkedIn	Full-time	0	Florida, United States	2023-02-28 00:00:00	0	0	United States	hour		57.5
116	116	Data Engineer	Data Engineer	"  Austin, TX   "	via LinkedIn	Full-time	0	Florida, United States	2023-09-06 00:00:00	1	0	United States	year	155000	
117	117	Data Engineer	Data Engineer	"  Huntsville, AL   "	via Ladders	Full-time	0	Florida, United States	2023-07-03 00:00:00	0	1	United States	year	115000	
119	67	Data Engineer	Data Engineer	"  San Francisco, CA   "	via ZipRecruiter	Full-time	0	Florida, United States	2023-08-20 00:00:00	0	0	United States	year	148000	
120	119	Data Engineer	Data Engineer	Stamford, CT	via LinkedIn	Full-time	0	Florida, United States	2023-01-06 00:00:00	0	0	United States	year	110000	
121	120	Data Engineer	Data Engineer	"  Lake Bluff, IL   "	via Snagajob	Full-time	0	Florida, United States	2023-06-03 00:00:00	1	1	United States	hour		29
122	27	Data Engineer	Data Engineer	"  New York   "	via LinkedIn	Full-time	0	Florida, United States	2023-10-25 00:00:00	0	0	United States	year	87500	
123	20	Data Engineer	Data Engineer	"  Los Angeles, CA   "	via Robert Half	Temp work	0	Florida, United States	2023-12-02 00:00:00	1	0	United States	hour		82.5
124	123	Data Engineer	Data Engineer	"  Portland, OR   "	via KHON2 Jobs	Full-time	0	Florida, United States	2023-06-09 00:00:00	0	1	United States	hour		80
125	124	Data Engineer	Data Engineer	"  Chicago, IL   "	via Ladders	Full-time	0	Florida, United States	2023-06-25 00:00:00	0	1	United States	year	90000	
127	125	Data Engineer	Data Engineer - Computer Vision	" Anywhere "	via LinkedIn	Full-time	1	Florida, United States	2023-11-30 00:00:00	0	0	United States	year	162500	
128	126	Data Engineer	Data Engineer - Fully Remote - Tech Platform	Dallas, TX	via WREG Jobs	Full-time	0	Florida, United States	2023-01-12 00:00:00	1	1	United States	year	127500	
129	127	Data Engineer	Data Engineer - Now Hiring	" Anywhere "	via Snagajob	Full-time	1	Florida, United States	2023-09-03 00:00:00	0	0	United States	hour		38.21500015258789
130	120	Data Engineer	Data Engineer - Now Hiring	"  Burlington, WI   "	via Snagajob	Full-time	0	Florida, United States	2023-06-19 00:00:00	0	1	United States	hour		33.5
131	129	Data Engineer	Data Engineer Python Databricks	"  New York, NY   "	via Snagajob	Full-time	0	Florida, United States	2023-08-13 00:00:00	0	0	United States	hour		54.42000198364258
132	130	Data Engineer	Data Engineer with Migrating	"  Houston, TX   "	via Indeed	Contractor	0	Florida, United States	2023-06-02 00:00:00	1	0	United States	hour		72.5
133	131	Data Analyst	Data Governance Analyst	Lake Mary, FL	via LinkedIn	Full-time	0	Florida, United States	2023-01-24 00:00:00	0	0	United States	year	105000	
134	132	Data Analyst	Data Integration Analyst	"  Orlando, FL   "	via WJHL Jobs	Full-time	0	Florida, United States	2023-07-04 00:00:00	0	1	United States	year	108567	
135	133	Data Scientist	Data Scientist	Tampa, FL	via Ai-Jobs.net	Full-time	0	Florida, United States	2023-03-26 00:00:00	0	1	United States	year	69962.5	
136	134	Data Scientist	Data Scientist (Financial Operations)	"  Redstone Arsenal, AL   "	via ZipRecruiter	Full-time	0	Florida, United States	2023-10-24 00:00:00	0	0	United States	year	102267	
137	84	Data Scientist	Data Scientist Digital Effectiveness Operations & Technology Analytics	Fair Oaks, GA	via ZipRecruiter	Full-time	0	Florida, United States	2023-01-29 00:00:00	0	1	United States	year	105800	
138	136	Data Scientist	Data Scientist IV	"  Tampa, FL   "	via Ladders	Full-time	0	Florida, United States	2023-07-12 00:00:00	0	0	United States	year	125000	
139	137	Data Scientist	Data Scientist IV	Huntsville, AL	via WANE Jobs	Full-time	0	Florida, United States	2023-02-04 00:00:00	0	0	United States	year	115000	
140	138	Data Analyst	Data Services Lead Analyst	Seffner, FL	via My ArkLaMiss Jobs	Full-time	0	Florida, United States	2023-02-15 00:00:00	0	0	United States	year	120710	
141	139	Data Engineer	ETL Data Engineer	Bethesda, MD	via Indeed	Full-time	0	Florida, United States	2023-01-04 00:00:00	1	1	United States	year	160000	
142	140	Data Engineer	GCP Data Engineer	"  Hartford, CT   "	via Indeed	Full-time	0	Florida, United States	2023-09-02 00:00:00	0	1	United States	year	140000	
143	141	Data Engineer	Java/Big Data Engineer	"  Phoenix, AZ   "	via JobServe	Full-time	0	Florida, United States	2023-07-24 00:00:00	1	0	United States	hour		50
144	28	Data Engineer	Lead Data Engineer	"  Arlington, VA   "	via Indeed	Full-time	0	Florida, United States	2023-05-26 00:00:00	0	0	United States	year	150000	
145	143	Data Engineer	Lead Data Engineer	"  Dallas, TX   "	via JobServe	Full-time	0	Florida, United States	2023-07-27 00:00:00	0	1	United States	year	174720	
146	144	Data Engineer	Lead Data Engineer	Boston, MA	via LinkedIn	Full-time	0	Florida, United States	2023-03-24 00:00:00	0	0	United States	year	180000	
147	145	Data Engineer	Lead Data Engineer - Full-time / Part-time	"  Plano, TX   "	via Snagajob	Full-time	0	Florida, United States	2023-08-20 00:00:00	1	1	United States	hour		57.060001373291016
148	146	Data Engineer	Lead Data Engineer/Analyst	"  Des Moines, IA   "	via Dice	Contractor	0	Florida, United States	2023-05-04 00:00:00	1	0	United States	hour		65
149	138	Data Scientist	Lead Data Scientist –Credit Risk Modeler (Hybrid)	"  Tampa, FL   "	via Snagajob	Full-time	0	Florida, United States	2023-08-25 00:00:00	0	0	United States	hour		36.81999969482422
150	148	Data Engineer	Remote Sr. SQL Data Engineer (US Citizens or Green Card Holders...	Anywhere	via LinkedIn	Full-time	1	Florida, United States	2023-02-23 00:00:00	1	0	United States	hour		66
152	116	Senior Data Engineer	Senior Data Engineer	"  Cupertino, CA   "	via LinkedIn	Full-time	0	Florida, United States	2023-09-13 00:00:00	1	0	United States	year	170000	
153	66	Senior Data Engineer	Senior Data Engineer (Hybrid)	"  Washington, DC   "	via SaluteMyJob	Full-time and Part-time	0	Florida, United States	2023-12-05 00:00:00	0	1	United States	year	173500	
154	151	Senior Data Engineer	Senior Data Engineer (Remote)	"  California   "	via LinkedIn	Full-time and Temp work	0	Florida, United States	2023-12-06 00:00:00	1	1	United States	year	181500	
155	66	Senior Data Engineer	Senior Data Engineer - Full-time / Part-time	"  Newark, NJ   "	via Snagajob	Full-time	0	Florida, United States	2023-08-28 00:00:00	0	1	United States	hour		54.42000198364258
156	153	Senior Data Engineer	Senior Data Engineer - QMIR - Scala	"  Herndon, VA   "	via Snagajob	Full-time	0	Florida, United States	2023-08-09 00:00:00	0	1	United States	hour		61.159996032714844
157	154	Senior Data Scientist	Senior Data Scientist	Anywhere	via Indeed	Full-time	1	Florida, United States	2023-03-28 00:00:00	0	1	United States	year	137500	
158	155	Senior Data Scientist	Senior Data Scientist, Customer Modeling - Full-time / Part-time	"  Miami, FL   "	via Snagajob	Full-time and Part-time	0	Florida, United States	2023-10-31 00:00:00	0	0	United States	hour		40.099998474121094
159	156	Data Engineer	Software Engineer, Data Engineering	Austin, TX	via Ai-Jobs.net	Full-time	0	Florida, United States	2023-02-26 00:00:00	1	1	United States	year	147500	
160	157	Senior Data Engineer	Sr Data Engineer - cloud migration	" Anywhere "	via LinkedIn	Contractor	1	Florida, United States	2023-10-18 00:00:00	0	0	United States	hour		85
161	158	Data Scientist	Sr. Data Scientist	Palm Beach Gardens, FL	via LinkedIn	Contractor	0	Florida, United States	2023-01-10 00:00:00	0	0	United States	year	115000	
162	138	Data Analyst	Technical Risk Data Analyst	"  Tampa, FL   "	via JobServe	Full-time	0	Florida, United States	2023-06-28 00:00:00	0	0	United States	year	113580	
163	160	Data Engineer	$180k/YR - Data Engineer 100%Remote	Anywhere	via LinkedIn	Full-time	1	Georgia	2023-02-01 00:00:00	0	0	United States	year	180000	
